2026-05-28T09:34:52.630Z 616359,0.079,-0.705,0.076,16.248,-11.524,0.840;616379,0.078,-0.541,0.083,19.258,-9.017,-1.604;616399,0.041,-0.460,0.091,12.991,-8.763,-3.823;616419,0.026,-0.442,0.070,0.432,-12.255,-6.118;616441,0.031,-0.394,0.073,-6.005,-13.786,-10.065
2026-05-28T09:34:52.748Z 616461,0.039,-0.350,0.033,-7.320,-13.119,-13.476;616481,0.033,-0.280,0.002,-5.444,-10.821,-15.146;616501,0.014,-0.233,-0.037,-5.396,-4.346,-15.380;616521,0.022,-0.242,-0.122,-8.542,-0.334,-12.818;616541,-0.039,-0.504,-0.249,1.803,-0.321,-6.178
2026-05-28T09:34:52.840Z 616561,-0.220,-1.026,0.158,-1.653,-10.142,14.005;616581,0.006,-1.147,0.151,-1.305,-16.073,2.693;616603,0.221,-1.282,0.354,-11.793,-11.456,-0.601;616623,0.199,-1.460,0.418,-4.458,-1.232,2.722;616643,0.155,-1.567,0.504,-1.986,10.296,3.885
2026-05-28T09:34:52.958Z 616663,0.119,-1.536,0.533,8.081,18.429,-1.089;616683,0.060,-1.458,0.525,10.897,19.665,-6.673;616703,0.022,-1.372,0.481,7.898,17.448,-10.901;616723,0.018,-1.259,0.433,1.825,14.263,-13.744;616743,0.038,-1.096,0.382,-3.310,10.805,-14.887
2026-05-28T09:34:53.050Z 616763,0.034,-0.911,0.266,0.290,12.270,-13.704;616783,-0.001,-0.735,0.174,5.208,18.687,-9.949;616803,-0.004,-0.570,0.102,13.857,23.611,-3.428;616823,0.015,-0.420,0.027,24.660,26.881,3.523;616843,0.029,-0.330,0.011,31.279,26.841,7.615
2026-05-28T09:34:53.200Z 616863,0.034,-0.293,0.009,24.610,19.812,7.466;616883,0.030,-0.404,-0.164,1.820,7.437,6.431;616907,0.302,-0.671,-0.155,-13.596,0.298,-3.799;616927,0.117,-1.030,-0.090,7.130,0.491,-10.201;616947,-0.067,-1.262,0.275,-9.366,-8.445,0.350
2026-05-28T09:34:53.257Z 616967,-0.016,-1.569,0.265,9.571,2.060,-2.525;616989,-0.039,-1.635,0.314,6.826,-3.559,-0.131;617009,-0.035,-1.653,0.401,-6.530,-11.155,4.305;617029,0.018,-1.590,0.432,-3.866,-13.291,9.772;617049,0.076,-1.476,0.396,-1.757,-17.971,15.221
2026-05-28T09:34:53.349Z 617069,0.109,-1.292,0.287,1.125,-23.589,18.108;617089,0.090,-1.126,0.195,4.582,-28.171,16.673;617112,0.113,-0.933,0.089,11.777,-29.558,9.443;617132,0.144,-0.734,0.040,12.400,-27.367,3.033;617152,0.143,-0.538,0.040,15.292,-23.656,-1.149
2026-05-28T09:34:53.464Z 617172,0.068,-0.441,0.059,16.532,-20.501,-4.773;617195,-0.006,-0.399,0.058,0.923,-22.827,-7.472;617217,0.001,-0.400,0.048,-16.848,-26.709,-9.680;617237,0.036,-0.375,0.035,-18.880,-25.129,-13.061;617257,0.064,-0.326,-0.005,-14.831,-22.101,-14.34
2026-05-28T09:34:53.559Z 617279,0.074,-0.270,-0.050,-12.460,-17.156,-14.355;617299,0.067,-0.204,-0.064,-11.799,-9.108,-14.416;617319,0.090,-0.234,-0.184,-12.996,-7.714,-9.946;617343,-0.056,-0.689,-0.296,0.837,-5.706,1.262;617366,0.020,-1.185,0.007,-0.543,-18.766,17.800
2026-05-28T09:34:53.647Z 617386,0.313,-1.320,0.148,-2.878,-15.438,13.255;617406,0.327,-1.422,0.270,-5.175,-11.209,11.278;617426,0.276,-1.503,0.422,-9.644,-5.747,10.028;617446,0.220,-1.533,0.499,4.290,1.533,6.283;617466,0.148,-1.501,0.498,12.582,3.455,1.287
